ID,Metric - Number of projections,Metric - Number of tables,Metric - Number of aggregation functions,Metric - Number of selections,Metric - Common projections number,Metric - Common selections number,Metric - Common aggregation functions number,Metric - Common tables number
3310,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3311,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3312,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3313,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3314,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3315,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3316,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3317,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3318,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3319,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3320,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3321,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3322,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3323,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3324,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3325,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3326,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3327,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3328,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3329,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3330,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0
3331,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
3332,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3333,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3334,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3335,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3336,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3337,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3338,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
3339,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3340,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3341,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3342,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3343,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3344,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3345,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3346,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3347,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3348,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3349,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3350,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3351,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
3352,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3353,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3354,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3355,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3356,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
3357,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3358,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3359,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
3360,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
3361,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
3362,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3363,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3364,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3365,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
3366,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0
3367,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3368,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
3369,5.0,1.0,4.0,0.0,5.0,0.0,4.0,1.0
3370,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0
3371,0.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0
3372,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3373,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3374,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3375,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3376,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
3377,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
3378,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3379,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3380,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3381,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3382,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3383,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3384,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3385,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3386,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3387,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3388,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3389,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3390,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3391,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3392,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3393,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3394,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3395,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3396,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3397,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3398,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3399,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3400,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3401,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3402,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3403,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3404,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3405,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3406,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3407,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3408,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3409,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3410,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3411,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3412,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3413,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3414,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3415,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3416,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3417,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3418,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3419,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3420,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3421,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3422,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3423,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3424,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3425,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
3426,0.0,49.0,0.0,48.0,0.0,3.0,0.0,4.0
3427,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3428,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3429,50.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0
3430,50.0,1.0,49.0,0.0,1.0,0.0,0.0,1.0
3431,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3432,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3433,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3434,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
3435,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3436,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3437,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3438,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3439,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3440,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3441,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
3442,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3443,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3444,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3445,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3446,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3447,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
3448,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3449,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3450,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
3451,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
3452,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3454,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
3455,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0
3456,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3457,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3458,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3459,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
3460,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3461,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
3462,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
3463,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3464,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3465,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
3466,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0
3467,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
3468,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3469,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3473,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3474,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3475,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
3476,9.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0
3477,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3478,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3479,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3480,14.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0
3481,14.0,1.0,0.0,1.0,14.0,1.0,0.0,1.0
3482,14.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0
3483,14.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0
3484,10.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0
3485,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3486,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
3487,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3488,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3489,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3490,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3491,250.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3492,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3493,75.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
3494,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3495,26.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3496,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3497,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3498,18.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0
3499,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3500,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3501,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3502,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3503,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3504,99.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3506,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3507,50.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3508,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
3509,18.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
3510,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
3511,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3512,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3513,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3514,17.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0
3515,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3516,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
3517,17.0,1.0,16.0,0.0,2.0,0.0,16.0,1.0
3518,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3519,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3520,49.0,1.0,48.0,0.0,1.0,0.0,1.0,1.0
3521,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3522,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3523,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
3524,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3525,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3526,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3527,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
3528,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3529,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
3530,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3531,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3532,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3533,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
3534,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3535,49.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0
3536,103.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3537,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3538,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3539,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3541,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3542,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3545,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
3546,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3547,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3548,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3549,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3552,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3554,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3555,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3557,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3562,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3563,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3564,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3566,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3572,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3573,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3575,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,0.0,49.0,0.0,48.0,0.0,0.0,0.0,0.0
3587,0.0,49.0,0.0,48.0,0.0,0.0,0.0,2.0
3588,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3589,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3590,17.0,1.0,16.0,0.0,2.0,0.0,1.0,1.0
3591,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3592,16.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
3593,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3594,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0
3595,163.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3596,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
3597,17.0,1.0,16.0,0.0,16.0,0.0,16.0,1.0
3598,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
3599,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3600,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3601,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3602,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
3603,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3604,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3605,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
3606,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
3607,18.0,1.0,17.0,0.0,17.0,0.0,16.0,1.0
3608,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
3609,18.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3610,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
3611,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3612,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3613,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3614,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3615,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3616,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3617,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3618,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3619,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3620,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3621,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3622,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3623,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3624,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3625,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3626,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3627,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3628,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3629,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3630,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3631,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3632,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3633,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3634,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3635,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3636,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3637,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3638,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3639,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3640,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3641,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3642,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3643,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3644,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3645,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3646,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3647,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3648,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3649,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3650,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3651,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3652,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3653,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3654,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3655,0.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0
3656,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3657,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
3658,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0
3659,0.0,4.0,0.0,3.0,0.0,2.0,0.0,3.0
3660,0.0,5.0,0.0,4.0,0.0,3.0,0.0,4.0
3661,0.0,6.0,0.0,5.0,0.0,4.0,0.0,5.0
3662,0.0,7.0,0.0,6.0,0.0,5.0,0.0,6.0
3663,0.0,8.0,0.0,7.0,0.0,6.0,0.0,7.0
3664,0.0,9.0,0.0,8.0,0.0,7.0,0.0,8.0
3665,0.0,10.0,0.0,9.0,0.0,8.0,0.0,9.0
3666,0.0,11.0,0.0,10.0,0.0,9.0,0.0,10.0
3667,0.0,12.0,0.0,11.0,0.0,10.0,0.0,11.0
3668,0.0,13.0,0.0,12.0,0.0,10.0,0.0,12.0
3669,0.0,14.0,0.0,13.0,0.0,11.0,0.0,13.0
3670,0.0,15.0,0.0,14.0,0.0,13.0,0.0,14.0
3671,0.0,16.0,0.0,15.0,0.0,14.0,0.0,15.0
3672,0.0,17.0,0.0,16.0,0.0,15.0,0.0,16.0
3673,0.0,18.0,0.0,17.0,0.0,16.0,0.0,17.0
3674,0.0,19.0,0.0,18.0,0.0,17.0,0.0,18.0
3675,0.0,20.0,0.0,19.0,0.0,18.0,0.0,19.0
3676,0.0,21.0,0.0,20.0,0.0,19.0,0.0,20.0
3677,0.0,22.0,0.0,21.0,0.0,20.0,0.0,21.0
3678,0.0,23.0,0.0,22.0,0.0,21.0,0.0,22.0
3679,0.0,24.0,0.0,23.0,0.0,22.0,0.0,23.0
3680,0.0,25.0,0.0,24.0,0.0,23.0,0.0,24.0
3681,0.0,26.0,0.0,25.0,0.0,24.0,0.0,25.0
3682,0.0,27.0,0.0,26.0,0.0,25.0,0.0,26.0
3683,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3684,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
3685,0.0,49.0,0.0,48.0,0.0,3.0,0.0,4.0
3686,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3687,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3688,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3689,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
3690,49.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
3691,18.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0
3692,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3693,18.0,1.0,0.0,1.0,18.0,1.0,0.0,1.0
3694,0.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0
3695,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3696,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3697,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3698,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3699,16.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
3700,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3701,16.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0
3702,17.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0
3703,17.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0
3704,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
3705,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
3706,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0
