ID,Metric - Number of projections,Metric - Number of tables,Metric - Number of aggregation functions,Metric - Number of selections,Metric - Common projections number,Metric - Common selections number,Metric - Common aggregation functions number,Metric - Common tables number
9552,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
9553,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9554,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9556,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
9557,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9558,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9559,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9560,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9561,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9562,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9563,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9564,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9565,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9566,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
9567,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9568,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
9569,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9570,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9571,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9572,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9573,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9574,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9575,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0
9576,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0
9577,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0
9578,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
9579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9580,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9581,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9585,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9586,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9587,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9588,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9589,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9590,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9592,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9593,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9594,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9595,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9596,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
9597,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
9598,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
9599,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9600,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9601,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9602,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9606,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9607,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9609,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9610,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9611,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9613,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9614,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9616,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9617,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9620,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9624,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9625,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
9626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9627,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9628,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
9629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9630,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9640,509.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9642,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9645,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
9646,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9647,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9649,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9650,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9651,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9652,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9653,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9654,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9656,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9657,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9658,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9659,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9660,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9661,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9662,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9663,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9664,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9668,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9669,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9670,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9671,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9672,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9673,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9674,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9676,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9677,4.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0
9678,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
9679,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0
9680,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
9681,4.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0
9682,4.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0
9683,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
9684,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0
9685,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9686,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9687,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9688,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
9689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9741,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9742,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9744,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9745,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9746,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
9747,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
9748,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9749,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
9750,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9751,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9752,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
9753,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
9754,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9755,5.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0
9756,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9757,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9758,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9759,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9760,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9761,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9762,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9763,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9764,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9765,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9766,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9767,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9768,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9769,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9770,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9771,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9772,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9773,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9774,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9775,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
9776,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9779,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9780,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9782,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9783,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9784,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9789,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9790,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9791,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9792,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9793,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0
9794,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0
9795,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0
9796,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9797,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9798,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
9799,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0
9800,4.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0
9801,4.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0
9802,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9803,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9804,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9805,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9806,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9807,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9808,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9809,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9810,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
9811,4.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0
9812,5.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0
9813,5.0,2.0,0.0,2.0,5.0,2.0,0.0,2.0
9814,5.0,2.0,0.0,2.0,5.0,2.0,0.0,2.0
9815,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9816,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9817,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9819,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9820,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9821,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
9822,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
9823,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0
9824,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9825,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9826,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9828,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9829,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9830,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9831,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9832,5.0,2.0,0.0,2.0,5.0,2.0,0.0,2.0
9833,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9834,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
9835,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9836,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0
9837,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0
9838,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9839,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9840,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9841,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9842,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9843,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9844,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9845,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9846,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9847,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
9848,5.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
9849,5.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0
9850,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
9851,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
9852,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0
9853,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0
9854,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9855,5.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0
9856,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9857,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
9858,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9859,5.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0
9860,5.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0
9861,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
9862,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
9863,0.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0
9864,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0
9865,5.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0
9866,5.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0
9867,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9868,5.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0
9869,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9870,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9871,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9872,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9873,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9874,5.0,3.0,0.0,4.0,5.0,3.0,0.0,3.0
9875,5.0,3.0,0.0,3.0,5.0,3.0,0.0,3.0
9876,5.0,3.0,1.0,4.0,4.0,3.0,0.0,3.0
9877,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9878,5.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0
9879,5.0,3.0,1.0,4.0,5.0,2.0,1.0,3.0
9880,5.0,3.0,1.0,4.0,5.0,3.0,1.0,3.0
9881,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9882,5.0,3.0,0.0,3.0,4.0,2.0,0.0,3.0
9883,5.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0
9884,5.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0
9885,5.0,3.0,0.0,3.0,5.0,2.0,0.0,3.0
9886,5.0,3.0,0.0,3.0,5.0,2.0,0.0,3.0
9887,5.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0
9888,5.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0
9889,5.0,3.0,0.0,2.0,5.0,1.0,0.0,3.0
9890,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
9891,4.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0
9892,5.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0
9893,5.0,3.0,1.0,3.0,4.0,3.0,0.0,3.0
9894,5.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0
9895,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9896,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9897,5.0,3.0,0.0,4.0,5.0,3.0,0.0,3.0
9898,5.0,3.0,0.0,4.0,5.0,4.0,0.0,3.0
9899,5.0,3.0,1.0,3.0,5.0,3.0,0.0,3.0
9900,5.0,3.0,0.0,4.0,5.0,3.0,0.0,3.0
9901,5.0,3.0,1.0,3.0,5.0,3.0,0.0,3.0
9902,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0
9903,4.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0
9904,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9905,6.0,2.0,0.0,2.0,5.0,2.0,0.0,2.0
9906,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9907,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
9908,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9909,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9910,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9911,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9912,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
9913,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
9914,6.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
9915,7.0,2.0,0.0,2.0,6.0,2.0,0.0,2.0
9916,7.0,2.0,0.0,2.0,7.0,2.0,0.0,2.0
9917,5.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0
9918,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9919,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9920,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
9921,3.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0
9922,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
9923,6.0,2.0,0.0,2.0,6.0,2.0,0.0,2.0
9924,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9925,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9926,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
9927,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
9928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9929,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9930,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
9931,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
9932,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
9933,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
9934,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
9935,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9936,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9937,5.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0
9938,4.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0
9939,4.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0
9940,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9941,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9942,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9943,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
9944,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9945,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
9946,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9947,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
9948,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
